Bathroom,ScanTime,Entrance
Men's Bathroom4,12/09/22 19:06,FALSE
Men's Bathroom3,12/09/22 19:06,TRUE
Men's Bathroom2,12/09/22 19:06,FALSE
Women's Bathroom2,12/09/22 19:06,TRUE
Women's Bathroom1,12/09/22 19:06,TRUE
Men's Bathroom2,12/09/22 19:06,FALSE
Women's Bathroom6,12/09/22 19:06,TRUE
Men's Bathroom1,12/09/22 19:06,TRUE
Men's Bathroom2,12/09/22 19:06,TRUE
Men's Bathroom1,12/09/22 19:07,TRUE
Men's Bathroom3,12/09/22 19:07,FALSE
Women's Bathroom8,12/09/22 19:07,TRUE
Women's Bathroom3,12/09/22 19:07,TRUE
Men's Bathroom3,12/09/22 19:07,FALSE
Men's Bathroom3,12/09/22 19:07,FALSE
Women's Bathroom4,12/09/22 19:07,FALSE
Men's Bathroom2,12/09/22 19:07,TRUE
Men's Bathroom2,12/09/22 19:07,TRUE
Men's Bathroom8,12/09/22 19:07,TRUE
Men's Bathroom4,12/09/22 19:07,TRUE
Women's Bathroom2,12/09/22 19:07,FALSE
Women's Bathroom1,12/09/22 19:07,FALSE
Women's Bathroom4,12/09/22 19:08,TRUE
Men's Bathroom2,12/09/22 19:08,TRUE
Men's Bathroom2,12/09/22 19:08,FALSE
Men's Bathroom1,12/09/22 19:08,FALSE
Women's Bathroom8,12/09/22 19:08,TRUE
Men's Bathroom6,12/09/22 19:08,TRUE
Men's Bathroom5,12/09/22 19:08,TRUE
Women's Bathroom6,12/09/22 19:08,FALSE
Men's Bathroom2,12/09/22 19:08,FALSE
Women's Bathroom7,12/09/22 19:08,TRUE
Men's Bathroom1,12/09/22 19:08,FALSE
Men's Bathroom1,12/09/22 19:08,TRUE
Women's Bathroom8,12/09/22 19:08,FALSE
Men's Bathroom2,12/09/22 19:08,TRUE
Men's Bathroom8,12/09/22 19:08,FALSE
Women's Bathroom2,12/09/22 19:08,TRUE
Men's Bathroom2,12/09/22 19:08,TRUE
Women's Bathroom2,12/09/22 19:09,TRUE
Men's Bathroom2,12/09/22 19:09,FALSE
Men's Bathroom6,12/09/22 19:09,FALSE
Men's Bathroom8,12/09/22 19:09,TRUE
Men's Bathroom6,12/09/22 19:09,TRUE
Men's Bathroom8,12/09/22 19:09,TRUE
Women's Bathroom4,12/09/22 19:09,FALSE
Women's Bathroom2,12/09/22 19:09,TRUE
Men's Bathroom7,12/09/22 19:09,TRUE
Men's Bathroom3,12/09/22 19:09,TRUE
Men's Bathroom2,12/09/22 19:09,FALSE
Women's Bathroom3,12/09/22 19:09,FALSE
Men's Bathroom5,12/09/22 19:09,FALSE
Men's Bathroom6,12/09/22 19:09,TRUE
Men's Bathroom6,12/09/22 19:09,TRUE
Men's Bathroom6,12/09/22 19:09,TRUE
Men's Bathroom1,12/09/22 19:09,FALSE
Men's Bathroom5,12/09/22 19:09,TRUE
Men's Bathroom4,12/09/22 19:09,FALSE
Men's Bathroom2,12/09/22 19:09,FALSE
Men's Bathroom1,12/09/22 19:09,TRUE
Women's Bathroom8,12/09/22 19:09,FALSE
Women's Bathroom7,12/09/22 19:09,FALSE
Women's Bathroom2,12/09/22 19:09,TRUE
Men's Bathroom7,12/09/22 19:09,TRUE
Men's Bathroom2,12/09/22 19:10,FALSE
Men's Bathroom2,12/09/22 19:10,TRUE
Men's Bathroom2,12/09/22 19:10,TRUE
Men's Bathroom8,12/09/22 19:10,TRUE
Men's Bathroom3,12/09/22 19:10,TRUE
Women's Bathroom2,12/09/22 19:10,TRUE
Men's Bathroom6,12/09/22 19:10,FALSE
Men's Bathroom2,12/09/22 19:10,TRUE
Men's Bathroom8,12/09/22 19:10,FALSE
Men's Bathroom6,12/09/22 19:10,FALSE
Men's Bathroom6,12/09/22 19:10,FALSE
Men's Bathroom5,12/09/22 19:10,TRUE
Men's Bathroom7,12/09/22 19:10,FALSE
Men's Bathroom1,12/09/22 19:10,TRUE
Men's Bathroom2,12/09/22 19:10,TRUE
Men's Bathroom8,12/09/22 19:10,TRUE
Women's Bathroom2,12/09/22 19:10,FALSE
Women's Bathroom4,12/09/22 19:10,TRUE
Men's Bathroom3,12/09/22 19:10,FALSE
Men's Bathroom5,12/09/22 19:10,FALSE
Men's Bathroom6,12/09/22 19:10,FALSE
Men's Bathroom8,12/09/22 19:10,TRUE
Women's Bathroom2,12/09/22 19:10,FALSE
Women's Bathroom1,12/09/22 19:10,TRUE
Men's Bathroom8,12/09/22 19:10,FALSE
Women's Bathroom2,12/09/22 19:10,FALSE
Men's Bathroom2,12/09/22 19:10,FALSE
Men's Bathroom1,12/09/22 19:10,FALSE
Men's Bathroom4,12/09/22 19:10,TRUE
Men's Bathroom6,12/09/22 19:10,TRUE
Men's Bathroom7,12/09/22 19:11,TRUE
Men's Bathroom2,12/09/22 19:11,TRUE
Men's Bathroom7,12/09/22 19:11,TRUE
Men's Bathroom8,12/09/22 19:11,FALSE
Men's Bathroom2,12/09/22 19:11,FALSE
Men's Bathroom3,12/09/22 19:11,FALSE
Women's Bathroom3,12/09/22 19:11,TRUE
Men's Bathroom1,12/09/22 19:11,FALSE
Women's Bathroom4,12/09/22 19:11,TRUE
Men's Bathroom6,12/09/22 19:11,TRUE
Men's Bathroom5,12/09/22 19:11,FALSE
Men's Bathroom2,12/09/22 19:11,FALSE
Men's Bathroom2,12/09/22 19:11,FALSE
Men's Bathroom7,12/09/22 19:11,FALSE
Women's Bathroom2,12/09/22 19:11,FALSE
Women's Bathroom2,12/09/22 19:11,TRUE
Men's Bathroom8,12/09/22 19:11,FALSE
Men's Bathroom4,12/09/22 19:11,TRUE
Women's Bathroom2,12/09/22 19:11,FALSE
Men's Bathroom7,12/09/22 19:12,TRUE
Women's Bathroom8,12/09/22 19:12,TRUE
Men's Bathroom7,12/09/22 19:12,FALSE
Men's Bathroom2,12/09/22 19:12,FALSE
Women's Bathroom5,12/09/22 19:12,TRUE
Women's Bathroom6,12/09/22 19:12,TRUE
Men's Bathroom6,12/09/22 19:12,TRUE
Women's Bathroom1,12/09/22 19:12,FALSE
Men's Bathroom7,12/09/22 19:12,FALSE
Men's Bathroom4,12/09/22 19:12,FALSE
Men's Bathroom2,12/09/22 19:12,TRUE
Men's Bathroom8,12/09/22 19:12,FALSE
Men's Bathroom6,12/09/22 19:12,TRUE
Men's Bathroom2,12/09/22 19:12,TRUE
Women's Bathroom7,12/09/22 19:12,TRUE
Men's Bathroom7,12/09/22 19:12,TRUE
Men's Bathroom6,12/09/22 19:12,FALSE
Women's Bathroom4,12/09/22 19:12,FALSE
Women's Bathroom5,12/09/22 19:12,TRUE
Men's Bathroom7,12/09/22 19:12,TRUE
Men's Bathroom6,12/09/22 19:12,FALSE
Men's Bathroom5,12/09/22 19:13,TRUE
Women's Bathroom3,12/09/22 19:13,FALSE
Women's Bathroom4,12/09/22 19:13,FALSE
Women's Bathroom2,12/09/22 19:13,FALSE
Men's Bathroom2,12/09/22 19:13,FALSE
Men's Bathroom7,12/09/22 19:13,TRUE
Women's Bathroom5,12/09/22 19:13,TRUE
Men's Bathroom6,12/09/22 19:13,FALSE
Men's Bathroom7,12/09/22 19:13,TRUE
Men's Bathroom6,12/09/22 19:13,TRUE
Women's Bathroom2,12/09/22 19:13,TRUE
Men's Bathroom4,12/09/22 19:13,FALSE
Men's Bathroom2,12/09/22 19:13,FALSE
Women's Bathroom2,12/09/22 19:13,TRUE
Men's Bathroom2,12/09/22 19:13,TRUE
Men's Bathroom3,12/09/22 19:13,TRUE
Men's Bathroom7,12/09/22 19:13,FALSE
Women's Bathroom6,12/09/22 19:13,TRUE
Men's Bathroom7,12/09/22 19:13,TRUE
Women's Bathroom6,12/09/22 19:13,FALSE
Men's Bathroom3,12/09/22 19:13,TRUE
Men's Bathroom1,12/09/22 19:14,TRUE
Men's Bathroom5,12/09/22 19:14,FALSE
Women's Bathroom5,12/09/22 19:14,FALSE
Women's Bathroom8,12/09/22 19:14,FALSE
Men's Bathroom1,12/09/22 19:14,TRUE
Women's Bathroom5,12/09/22 19:14,FALSE
Men's Bathroom7,12/09/22 19:14,FALSE
Men's Bathroom1,12/09/22 19:14,TRUE
Women's Bathroom6,12/09/22 19:14,TRUE
Men's Bathroom2,12/09/22 19:14,TRUE
Women's Bathroom7,12/09/22 19:14,FALSE
Men's Bathroom6,12/09/22 19:14,FALSE
Men's Bathroom4,12/09/22 19:14,TRUE
Women's Bathroom8,12/09/22 19:14,TRUE
Men's Bathroom2,12/09/22 19:14,TRUE
Women's Bathroom5,12/09/22 19:14,TRUE
Men's Bathroom6,12/09/22 19:14,TRUE
Men's Bathroom8,12/09/22 19:14,TRUE
Men's Bathroom3,12/09/22 19:14,TRUE
Men's Bathroom7,12/09/22 19:14,FALSE
Men's Bathroom6,12/09/22 19:14,FALSE
Men's Bathroom7,12/09/22 19:14,FALSE
Men's Bathroom2,12/09/22 19:14,FALSE
Men's Bathroom7,12/09/22 19:14,FALSE
Women's Bathroom8,12/09/22 19:14,TRUE
Men's Bathroom7,12/09/22 19:14,FALSE
Men's Bathroom3,12/09/22 19:14,FALSE
Men's Bathroom1,12/09/22 19:14,FALSE
Women's Bathroom2,12/09/22 19:14,FALSE
Men's Bathroom2,12/09/22 19:14,TRUE
Women's Bathroom8,12/09/22 19:14,TRUE
Men's Bathroom2,12/09/22 19:14,TRUE
Women's Bathroom4,12/09/22 19:15,TRUE
Women's Bathroom2,12/09/22 19:15,FALSE
Men's Bathroom3,12/09/22 19:15,FALSE
Men's Bathroom3,12/09/22 19:15,TRUE
Men's Bathroom1,12/09/22 19:15,FALSE
Men's Bathroom2,12/09/22 19:15,FALSE
Men's Bathroom1,12/09/22 19:15,TRUE
Men's Bathroom8,12/09/22 19:15,FALSE
Women's Bathroom6,12/09/22 19:15,FALSE
Men's Bathroom4,12/09/22 19:15,FALSE
Women's Bathroom6,12/09/22 19:15,FALSE
Men's Bathroom4,12/09/22 19:15,TRUE
Men's Bathroom8,12/09/22 19:15,TRUE
Women's Bathroom5,12/09/22 19:15,FALSE
Men's Bathroom1,12/09/22 19:15,TRUE
Men's Bathroom1,12/09/22 19:15,FALSE
Men's Bathroom2,12/09/22 19:15,TRUE
Men's Bathroom6,12/09/22 19:15,FALSE
Men's Bathroom2,12/09/22 19:15,FALSE
Men's Bathroom3,12/09/22 19:15,TRUE
Women's Bathroom8,12/09/22 19:15,FALSE
Women's Bathroom7,12/09/22 19:15,TRUE
Men's Bathroom2,12/09/22 19:15,FALSE
Men's Bathroom3,12/09/22 19:15,FALSE
Women's Bathroom5,12/09/22 19:16,FALSE
Men's Bathroom3,12/09/22 19:16,FALSE
Men's Bathroom2,12/09/22 19:16,FALSE
Women's Bathroom8,12/09/22 19:16,TRUE
Women's Bathroom7,12/09/22 19:16,TRUE
Men's Bathroom1,12/09/22 19:16,FALSE
Men's Bathroom1,12/09/22 19:16,FALSE
Men's Bathroom2,12/09/22 19:16,FALSE
Women's Bathroom8,12/09/22 19:16,FALSE
Men's Bathroom7,12/09/22 19:16,TRUE
Women's Bathroom8,12/09/22 19:16,FALSE
Men's Bathroom3,12/09/22 19:16,FALSE
Men's Bathroom4,12/09/22 19:16,TRUE
Men's Bathroom4,12/09/22 19:16,FALSE
Women's Bathroom6,12/09/22 19:16,TRUE
Men's Bathroom1,12/09/22 19:16,TRUE
Men's Bathroom7,12/09/22 19:17,TRUE
Men's Bathroom8,12/09/22 19:17,FALSE
Women's Bathroom4,12/09/22 19:17,TRUE
Women's Bathroom7,12/09/22 19:17,FALSE
Women's Bathroom8,12/09/22 19:17,TRUE
Men's Bathroom8,12/09/22 19:17,TRUE
Women's Bathroom4,12/09/22 19:17,FALSE
Men's Bathroom3,12/09/22 19:17,TRUE
Women's Bathroom5,12/09/22 19:17,TRUE
Men's Bathroom7,12/09/22 19:17,TRUE
Men's Bathroom7,12/09/22 19:17,TRUE
Women's Bathroom5,12/09/22 19:17,TRUE
Men's Bathroom4,12/09/22 19:17,TRUE
Men's Bathroom7,12/09/22 19:17,FALSE
Men's Bathroom4,12/09/22 19:17,TRUE
Women's Bathroom2,12/09/22 19:17,TRUE
Men's Bathroom6,12/09/22 19:17,TRUE
Women's Bathroom8,12/09/22 19:17,FALSE
Men's Bathroom5,12/09/22 19:17,TRUE
Women's Bathroom3,12/09/22 19:18,TRUE
Women's Bathroom6,12/09/22 19:18,TRUE
Women's Bathroom4,12/09/22 19:18,TRUE
Women's Bathroom3,12/09/22 19:18,TRUE
Men's Bathroom8,12/09/22 19:18,TRUE
Men's Bathroom2,12/09/22 19:18,TRUE
Women's Bathroom4,12/09/22 19:18,TRUE
Men's Bathroom2,12/09/22 19:18,TRUE
Men's Bathroom7,12/09/22 19:18,FALSE
Men's Bathroom3,12/09/22 19:18,TRUE
Men's Bathroom1,12/09/22 19:18,FALSE
Men's Bathroom3,12/09/22 19:18,TRUE
Men's Bathroom7,12/09/22 19:18,TRUE
Women's Bathroom7,12/09/22 19:18,FALSE
Men's Bathroom4,12/09/22 19:18,FALSE
Men's Bathroom3,12/09/22 19:18,FALSE
Men's Bathroom7,12/09/22 19:18,FALSE
Men's Bathroom8,12/09/22 19:18,TRUE
Men's Bathroom4,12/09/22 19:18,TRUE
Men's Bathroom4,12/09/22 19:18,FALSE
Men's Bathroom8,12/09/22 19:18,FALSE
Women's Bathroom8,12/09/22 19:18,FALSE
Men's Bathroom2,12/09/22 19:18,TRUE
Men's Bathroom4,12/09/22 19:18,TRUE
Women's Bathroom6,12/09/22 19:18,FALSE
Men's Bathroom7,12/09/22 19:19,FALSE
Women's Bathroom5,12/09/22 19:19,FALSE
Women's Bathroom4,12/09/22 19:19,FALSE
Men's Bathroom7,12/09/22 19:19,TRUE
Men's Bathroom4,12/09/22 19:19,FALSE
Women's Bathroom8,12/09/22 19:19,TRUE
Men's Bathroom6,12/09/22 19:19,FALSE
Men's Bathroom3,12/09/22 19:19,FALSE
Women's Bathroom5,12/09/22 19:19,FALSE
Men's Bathroom2,12/09/22 19:19,FALSE
Men's Bathroom7,12/09/22 19:19,FALSE
Women's Bathroom6,12/09/22 19:19,FALSE
Men's Bathroom8,12/09/22 19:19,TRUE
Women's Bathroom3,12/09/22 19:19,TRUE
Men's Bathroom7,12/09/22 19:19,TRUE
Women's Bathroom2,12/09/22 19:19,FALSE
Men's Bathroom3,12/09/22 19:19,FALSE
Men's Bathroom2,12/09/22 19:19,FALSE
Men's Bathroom8,12/09/22 19:19,FALSE
Men's Bathroom5,12/09/22 19:19,FALSE
Women's Bathroom3,12/09/22 19:19,FALSE
Men's Bathroom3,12/09/22 19:19,TRUE
Men's Bathroom2,12/09/22 19:19,FALSE
Men's Bathroom4,12/09/22 19:19,FALSE
Women's Bathroom7,12/09/22 19:19,TRUE
Women's Bathroom4,12/09/22 19:19,FALSE
Men's Bathroom4,12/09/22 19:19,TRUE
Men's Bathroom8,12/09/22 19:20,TRUE
Women's Bathroom8,12/09/22 19:20,TRUE
Women's Bathroom4,12/09/22 19:20,FALSE
Men's Bathroom2,12/09/22 19:20,TRUE
Men's Bathroom4,12/09/22 19:20,FALSE
Men's Bathroom2,12/09/22 19:20,TRUE
Women's Bathroom3,12/09/22 19:20,FALSE
Men's Bathroom7,12/09/22 19:20,TRUE
Men's Bathroom8,12/09/22 19:20,FALSE
Men's Bathroom4,12/09/22 19:20,TRUE
Women's Bathroom7,12/09/22 19:20,TRUE
Men's Bathroom7,12/09/22 19:20,FALSE
Women's Bathroom8,12/09/22 19:20,FALSE
Men's Bathroom7,12/09/22 19:20,FALSE
Men's Bathroom7,12/09/22 19:20,TRUE
Men's Bathroom4,12/09/22 19:20,TRUE
Men's Bathroom8,12/09/22 19:21,FALSE
Men's Bathroom4,12/09/22 19:21,FALSE
Men's Bathroom8,12/09/22 19:21,FALSE
Men's Bathroom5,12/09/22 19:21,TRUE
Men's Bathroom3,12/09/22 19:21,FALSE
Women's Bathroom2,12/09/22 19:21,TRUE
Women's Bathroom3,12/09/22 19:21,FALSE
Men's Bathroom2,12/09/22 19:21,FALSE
Women's Bathroom3,12/09/22 19:21,TRUE
Women's Bathroom7,12/09/22 19:21,FALSE
Women's Bathroom7,12/09/22 19:21,TRUE
Men's Bathroom2,12/09/22 19:21,FALSE
Women's Bathroom7,12/09/22 19:21,TRUE
Men's Bathroom2,12/09/22 19:21,TRUE
Women's Bathroom1,12/09/22 19:21,TRUE
Men's Bathroom3,12/09/22 19:21,TRUE
Men's Bathroom2,12/09/22 19:21,TRUE
Men's Bathroom5,12/09/22 19:21,TRUE
Men's Bathroom7,12/09/22 19:21,FALSE
Men's Bathroom6,12/09/22 19:21,TRUE
Men's Bathroom8,12/09/22 19:21,TRUE
Women's Bathroom8,12/09/22 19:21,TRUE
Men's Bathroom4,12/09/22 19:21,TRUE
Women's Bathroom8,12/09/22 19:21,FALSE
Men's Bathroom3,12/09/22 19:21,TRUE
Men's Bathroom4,12/09/22 19:22,FALSE
Men's Bathroom7,12/09/22 19:22,FALSE
Men's Bathroom2,12/09/22 19:22,TRUE
Men's Bathroom8,12/09/22 19:22,TRUE
Women's Bathroom3,12/09/22 19:22,TRUE
Men's Bathroom2,12/09/22 19:22,TRUE
Women's Bathroom6,12/09/22 19:22,TRUE
Women's Bathroom7,12/09/22 19:22,FALSE
Men's Bathroom5,12/09/22 19:22,FALSE
Men's Bathroom4,12/09/22 19:22,FALSE
Men's Bathroom3,12/09/22 19:22,FALSE
Men's Bathroom2,12/09/22 19:22,TRUE
Women's Bathroom2,12/09/22 19:22,FALSE
Women's Bathroom2,12/09/22 19:22,TRUE
Women's Bathroom5,12/09/22 19:22,TRUE
Men's Bathroom2,12/09/22 19:22,FALSE
Women's Bathroom7,12/09/22 19:22,FALSE
Men's Bathroom4,12/09/22 19:22,FALSE
Men's Bathroom7,12/09/22 19:22,TRUE
Men's Bathroom7,12/09/22 19:22,TRUE
Women's Bathroom5,12/09/22 19:22,TRUE
Men's Bathroom5,12/09/22 19:22,FALSE
Men's Bathroom8,12/09/22 19:22,FALSE
Men's Bathroom2,12/09/22 19:22,FALSE
Men's Bathroom2,12/09/22 19:22,TRUE
Men's Bathroom7,12/09/22 19:22,TRUE
Men's Bathroom3,12/09/22 19:23,TRUE
Men's Bathroom2,12/09/22 19:23,FALSE
Men's Bathroom1,12/09/22 19:23,TRUE
Women's Bathroom1,12/09/22 19:23,FALSE
Men's Bathroom4,12/09/22 19:23,TRUE
Women's Bathroom7,12/09/22 19:23,FALSE
Men's Bathroom6,12/09/22 19:23,FALSE
Men's Bathroom8,12/09/22 19:23,TRUE
Men's Bathroom7,12/09/22 19:23,TRUE
Men's Bathroom8,12/09/22 19:23,FALSE
Women's Bathroom3,12/09/22 19:23,FALSE
Women's Bathroom3,12/09/22 19:23,TRUE
Men's Bathroom2,12/09/22 19:23,TRUE
Women's Bathroom7,12/09/22 19:23,TRUE
Men's Bathroom7,12/09/22 19:23,FALSE
Men's Bathroom2,12/09/22 19:23,FALSE
Men's Bathroom3,12/09/22 19:23,FALSE
Women's Bathroom2,12/09/22 19:23,TRUE
Men's Bathroom3,12/09/22 19:23,TRUE
Men's Bathroom4,12/09/22 19:23,TRUE
Men's Bathroom2,12/09/22 19:23,FALSE
Women's Bathroom5,12/09/22 19:23,TRUE
Men's Bathroom1,12/09/22 19:23,TRUE
Women's Bathroom7,12/09/22 19:23,TRUE
Women's Bathroom5,12/09/22 19:23,TRUE
Men's Bathroom2,12/09/22 19:23,TRUE
Women's Bathroom8,12/09/22 19:23,FALSE
Women's Bathroom6,12/09/22 19:24,TRUE
Men's Bathroom4,12/09/22 19:24,FALSE
Men's Bathroom2,12/09/22 19:24,FALSE
Men's Bathroom7,12/09/22 19:24,FALSE
Women's Bathroom6,12/09/22 19:24,FALSE
Men's Bathroom3,12/09/22 19:24,FALSE
Women's Bathroom3,12/09/22 19:24,FALSE
Men's Bathroom8,12/09/22 19:24,TRUE
Men's Bathroom2,12/09/22 19:24,TRUE
Men's Bathroom6,12/09/22 19:24,TRUE
Men's Bathroom1,12/09/22 19:24,FALSE
Men's Bathroom2,12/09/22 19:24,TRUE
Men's Bathroom1,12/09/22 19:24,TRUE
Men's Bathroom7,12/09/22 19:24,FALSE
Men's Bathroom7,12/09/22 19:24,FALSE
Women's Bathroom2,12/09/22 19:24,FALSE
Men's Bathroom2,12/09/22 19:24,FALSE
Women's Bathroom5,12/09/22 19:24,FALSE
Men's Bathroom3,12/09/22 19:24,TRUE
Men's Bathroom3,12/09/22 19:24,TRUE
Men's Bathroom4,12/09/22 19:24,TRUE
Women's Bathroom3,12/09/22 19:24,TRUE
